Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
3660;7461;Korea University of Technology and Education;KOR;Universities;2
3660;7461;University of Science and Technology Liaoning;CHN;Universities;3
3664;7467;Northern Arctic Federal University;RUS;Universities;2
3665;7468;Nipissing University;CAN;Universities;3
3665;7468;Hanoi National University of Education;VNM;Universities;2
3667;7473;Universite Internationale de Rabat;MAR;Universities;1
3667;7473;Southern Connecticut State University;USA;Universities;3
3667;7473;Hakim Sabzevari University;IRN;Universities;3
3667;7473;Islamic Azad University, Hamedan;IRN;Universities;2
3667;7473;Ateneo de Manila University;PHL;Universities;2
3672;7482;Guangxi University for Nationalities;CHN;Universities;2
3672;7482;Kirsehir Ahi Evran University *;TUR;Universities;3
3672;7482;Da-Yeh University;TWN;Universities;3
3672;7482;University of Calcutta;IND;Universities;1
3672;7482;Islamic Azad University, Qazvin;IRN;Universities;2
3672;7482;Bowdoin College;USA;Universities;3
3672;7482;Mizoram University;IND;Universities;2
3679;7489;Bharathiar University;IND;Universities;1
3679;7489;Doctor Harisingh Gour University;IND;Universities;1
3679;7489;Universidade do Vale do Taquari;BRA;Universities;2
3679;7489;Gebze Technical University;TUR;Universities;1
3683;7494;National Institute of Technology Silchar;IND;Universities;2
3683;7494;Dumlupinar University;TUR;Universities;2
3683;7494;Universidade do Estado da Bahia;BRA;Universities;2
3683;7494;Chandigarh University;IND;Universities;1
3687;7499;Istanbul Bilim Universitesi;TUR;Universities;3
3687;7499;Hamilton College;USA;Universities;3
3687;7499;Universidad del Azuay;ECU;Universities;1
3687;7499;Universidad de La Salle Colombia;COL;Universities;2
3691;7503;Islamic Azad University, Damghan Branch;IRN;Universities;1
3691;7503;Kitami Institute of Technology;JPN;Universities;4
3691;7503;East China Institute of Technology;CHN;Universities;3
3691;7503;Knowledge University;IRQ;Universities;1
3691;7503;University of Wollongong, Dubai Campus;ARE;Universities;2
3691;7503;University of Richmond;USA;Universities;3
3691;7503;Universidad Tecnica Particular de Loja;ECU;Universities;1
3698;7510;Hebei GEO University;CHN;Universities;3
3698;7510;Petroleum University of Technology;IRN;Universities;2
3698;7510;Feng Chia University;TWN;Universities;1
3701;7515;Gakushuin University;JPN;Universities;3
3701;7515;Skidmore College;USA;Universities;3
3701;7515;Weifang University;CHN;Universities;3
3704;7519;Texas Southern University;USA;Universities;2
3705;7521;Okan University;TUR;Universities;2
3705;7521;Universidad Popular Autonoma del Estado de Puebla;MEX;Universities;2
3705;7521;Federal University of Technology Owerri;NGA;Universities;1
3705;7521;Andong National University;KOR;Universities;3
3705;7521;Yogi Vemana University;IND;Universities;1
3705;7521;Setsunan University;JPN;Universities;3
3711;7529;Thaksin University;THA;Universities;3
3711;7529;Myongji University;KOR;Universities;2
3711;7529;Arab American University;PSE;Universities;2
3714;7535;Istanbul Ticaret University;TUR;Universities;2
3714;7535;Herzen State Pedagogical University of Russia;RUS;Universities;1
3714;7535;Semyung University;KOR;Universities;2
3714;7535;Hitotsubashi University;JPN;Universities;2
3718;7540;Zhejiang University of Science and Technology;CHN;Universities;2
3718;7540;Hainan Normal University;CHN;Universities;1
3718;7540;Universidad de San Buenaventura;COL;Universities;4
3718;7540;Instituto Federal de Educacao, Ciencia e Tecnologia do Maranhao;BRA;Universities;3
3718;7540;Wayamba University of Sri Lanka;LKA;Universities;3
3718;7540;Information Engineering University;CHN;Universities;2
3718;7540;Astrakhan State Medical University;RUS;Universities;2
3718;7540;Panteion University of Social and Political Sciences;GRC;Universities;2
3726;7548;St. Petersburg State Marine Technical University;RUS;Universities;2
3726;7548;Motilal Nehru National Institute of Technology;IND;Universities;2
3728;7550;Universidade Portucalense Infante D Henrique;PRT;Universities;3
3728;7550;Soka University;JPN;Universities;3
3728;7550;University of Fukui *;JPN;Universities;3
3728;7550;National Taipei University of Education;TWN;Universities;4
3728;7550;Universidade Estacio de Sa;BRA;Universities;1
3728;7550;Al-Farahidi University;IRQ;Universities;4
3734;7558;Khyber Medical College *;PAK;Universities;4
3734;7558;Centro de Ecologia Aplicada y Sustentabilidad;CHL;Universities;3
3736;7560;Universidade Fernando Pessoa;PRT;Universities;2
3736;7560;Ecole Mohammadia d'Ingenieurs;MAR;Universities;2
3736;7560;Sojo University;JPN;Universities;1
3736;7560;Universidad Simon Bolivar, Caracas;VEN;Universities;2
3736;7560;Xi'an Technological University;CHN;Universities;3
3741;7568;The Korea National University of Transportation;KOR;Universities;2
3741;7568;Xi'an University of Post and Telecommunications;CHN;Universities;2
3743;7571;National Chung Cheng University;TWN;Universities;1
3743;7571;Piri Reis University;TUR;Universities;4
3743;7571;Midlands State University;ZWE;Universities;1
3746;7575;Redeemer's University;NGA;Universities;2
3746;7575;Belarusian State Medical University;BLR;Universities;1
3746;7575;Al-Azhar University Gaza;PSE;Universities;1
3746;7575;Sophia University;JPN;Universities;2
3746;7575;Qom University;IRN;Universities;3
3746;7575;Federal University Oye Ekiti;NGA;Universities;2
3746;7575;Nizam's Institute of Medical Sciences;IND;Universities;2
3753;7583;Universidade Estadual do Piaui;BRA;Universities;3
3753;7583;Irkutsk State University;RUS;Universities;1
3753;7583;Kazan National Research Technical University named after AN Tupolev;RUS;Universities;2
3756;7586;National Institute of Technology Kurukshetra;IND;Universities;2
3756;7586; GH Raisoni College of Engineering;IND;Universities;2
3756;7586;Badr University in Cairo;EGY;Universities;2
3756;7586;Nanchang Institute of Technology;CHN;Universities;3
3756;7586;Kuvempu University;IND;Universities;2
3756;7586;Sri Krishnadevaraya University;IND;Universities;1
3756;7586;Yeditepe University *;TUR;Universities;1
3756;7586;Hebei University of Economics and Business;CHN;Universities;3
3756;7586;Tongmyong University;KOR;Universities;3
3765;7596;Universidad del Quindio;COL;Universities;1
3765;7596;American University in the Emirates;ARE;Universities;3
3765;7596;National Pirogov Memorial Medical University, Vinnytsya;UKR;Universities;2
3765;7596;Siberian State Industrial University;RUS;Universities;2
3765;7596;Chengdu University of Information Technology;CHN;Universities;2
3765;7596;Indian Association for the Cultivation of Science;IND;Universities;1
3771;7606;Shahed University;IRN;Universities;2
3772;7607;KUT University College;IRQ;Universities;1
3772;7607;Pontificia Universidade Catolica de Minas Gerais;BRA;Universities;2
3772;7607;Higher Technological Institute;EGY;Universities;2
3772;7607;Claremont Graduate University;USA;Universities;2
3776;7612;California State University, Channel Islands;USA;Universities;3
3776;7612;Shandong Technology and Business University;CHN;Universities;3
3776;7612;Instituto Federal de Educacao, Ciencia e Tecnologia do Rio Grande do Norte;BRA;Universities;2
3779;7616;Al Neelain University;SDN;Universities;3
3779;7616;Yasouj University;IRN;Universities;3
3779;7616;Botswana International University of Science and Technology;BWA;Universities;1
3782;7620;Wuyi University;CHN;Universities;1
3782;7620;Moscow State University of Medicine and Dentistry;RUS;Universities;2
3784;7623;Universite de Douala;CMR;Universities;3
3784;7623;University of Science and Technology Yemen *;YEM;Universities;2
3784;7623;Zhejiang Wanli University;CHN;Universities;3
3784;7623;Maulana Azad National Institute of Technology;IND;Universities;2
3784;7623;Privolzhsky Research Medical University;RUS;Universities;2
3784;7623;Universidad Nacional de La Pampa *;ARG;Universities;3
3784;7623;Islamic Azad University, Kerman;IRN;Universities;1
3784;7623;Hannam University;KOR;Universities;3
3792;7631;Universidad Nacional de San Luis *;ARG;Universities;3
3792;7631;University of Texas, Tyler;USA;Universities;3
3792;7631;Beihua University *;CHN;Universities;3
3792;7631;Chubu University;JPN;Universities;1
3792;7631;Fukushima University;JPN;Universities;3
3797;7636;University of Benghazi;LBY;Universities;3
3797;7636;International University of Sarajevo;BIH;Universities;1
3797;7636;Texas A&M University, Corpus Christi;USA;Universities;3
3797;7636;Kuban State Medical University;RUS;Universities;2
3797;7636;Universidade Catolica de Pelotas;BRA;Universities;3
3802;7642;Balochistan University of Information Technology and Management Sciences;PAK;Universities;2
3802;7642;Florida Polytechnic University;USA;Universities;2
3804;7645;Northern State Medical University;RUS;Universities;2
3804;7645;Kutahya Health Sciences University *;TUR;Universities;4
3804;7645;North-Western State Medical University;RUS;Universities;1
3807;7650;Birla Institute of Technology and Science Pilani, Dubai Campus;ARE;Universities;3
3807;7650;Veer Surendra Sai University of Technology;IND;Universities;2
3807;7650;Islamic Azad University, Shahr-e-Qods Branch;IRN;Universities;1
3807;7650;Hebei University of Science and Technology;CHN;Universities;3
3807;7650;Hebei Normal University;CHN;Universities;3
3812;7659;University of Thi-Qar;IRQ;Universities;2
3813;7662;Central University of Karnataka;IND;Universities;2
3814;7665;Ho Chi Minh City University of Science;VNM;Universities;2
3814;7665;Assam University;IND;Universities;2
3814;7665;Orenburg State University;RUS;Universities;1
3814;7665;University of New Haven;USA;Universities;2
3818;7669;Pace University;USA;Universities;2
3818;7669;Moscow State Pedagogical University;RUS;Universities;1
3818;7669;Uzhhorod National University;UKR;Universities;1
3818;7669;Universidad Autonoma de Aguascalientes;MEX;Universities;2
3818;7669;Ahlia University;BHR;Universities;1
3823;7675;Sri Siva Subramania Nadar College of Engineering;IND;Universities;2
3823;7675;Guangdong University of Education;CHN;Universities;3
3823;7675;Igdir University;TUR;Universities;3
3823;7675;Meiji University;JPN;Universities;1
3827;7680;Annamalai University;IND;Universities;1
3827;7680;Nanjing Audit University;CHN;Universities;2
3827;7680;Islamic Azad University, North Tehran Branch;IRN;Universities;3
3827;7680;Madanapalle Institute of Technology and Science;IND;Universities;3
3827;7680;Wuhan Donghu University;CHN;Universities;3
3827;7680;Pondicherry University;IND;Universities;1
3827;7680;Liaoning Petrochemical University;CHN;Universities;3
3827;7680;National Institute of Technology Hamirpur;IND;Universities;2
3835;7688;DIT University;IND;Universities;3
3835;7688;Nakhon Pathom Rajabhat University;THA;Universities;4
3835;7688;University of Mysore;IND;Universities;2
3835;7688;University of Raparin;IRQ;Universities;2
3839;7693;Cheongju University;KOR;Universities;3
3839;7693;Universidad Tecnica de Manabi;ECU;Universities;1
3839;7693;Anyang Institute of Technology;CHN;Universities;3
3839;7693;Universidad de Cienfuegos Carlos Rafael Rodriguez;CUB;Universities;2
3843;7698;Beijing Institute of Petrochemical Technology;CHN;Universities;3
3843;7698;Dalian Ocean University;CHN;Universities;3
3843;7698;Universidad Central de Chile;CHL;Universities;1
3846;7702;Magnitogorsk State Technical University;RUS;Universities;2
3846;7702;Henan University of Finance and Economics;CHN;Universities;3
3846;7702;Centro Universitario de Maringa;BRA;Universities;1
3846;7702;Universidade de Caxias do Sul;BRA;Universities;1
3850;7710;Leshan Normal University;CHN;Universities;3
3850;7710;Nagoya Institute of Technology;JPN;Universities;2
3850;7710;University of Moratuwa;LKA;Universities;1
3850;7710;Sardar Vallabhbhai National Institute of Technology;IND;Universities;2
3854;7716;American International University, Bangladesh;BGD;Universities;3
3854;7716;Instituto Federal de Educacao, Ciencia e Tecnologia do Para;BRA;Universities;3
3854;7716;Instituto Politecnico do Cavado e do Ave;PRT;Universities;3
3854;7716;Instituto Politecnico de Setubal;PRT;Universities;3
3854;7716;Inner Mongolia University of Technology;CHN;Universities;3
3854;7716;Damghan University;IRN;Universities;3
3860;7722;Bentley University;USA;Universities;3
3860;7722;Universidade de Franca;BRA;Universities;3
3862;7725;Southwest State University;RUS;Universities;2
3863;7726;Guangdong University of Petrochemical Technology;CHN;Universities;2
3863;7726;Beijing International Studies University;CHN;Universities;2
3863;7726;St. Georges University;GRD;Universities;1
3863;7726;Texas Christian University;USA;Universities;2
3867;7731;Omsk State Medical University;RUS;Universities;2
3867;7731;Sudan University for Science and Technology;SDN;Universities;1
3867;7731;Tashkent State University of Economics;UZB;Universities;2
3867;7731;Zhejiang University City College;CHN;Universities;2
3867;7731;Karpagam University;IND;Universities;3
3867;7731;Sri Krishna College of Engineering & Technology;IND;Universities;3
3867;7731;Instituto Federal de Educacao, Ciencia e Tecnologia de Pernambuco;BRA;Universities;3
3874;7740;Pontificia Universidade Catolica de Goias;BRA;Universities;3
3875;7741;Fujian University of Technology;CHN;Universities;3
3875;7741;Mount Royal College;CAN;Universities;3
3875;7741;Central Agricultural University;IND;Universities;3
3875;7741;Universidade Catolica de Brasilia;BRA;Universities;1
3879;7745;Universite de Sousse;TUN;Universities;2
3879;7745;Kuban State Technological University;RUS;Universities;3
3879;7745;University of West Florida;USA;Universities;3
3882;7749;Surgut State University;RUS;Universities;3
3882;7749;Azim Premji University;IND;Universities;2
3882;7749;North China Institute of Science and Technology;CHN;Universities;3
3885;7752;Amity University, Dubai;ARE;Universities;1
3885;7752;Ibaraki University;JPN;Universities;3
3885;7752;Vidyasirimedhi Institute of Science and Technology;THA;Universities;1
3888;7757;Murray State University;USA;Universities;3
3888;7757;Zhejiang University of Water Resources and Electric Power;CHN;Universities;3
3888;7757;Islamic Azad University, Kermanshah;IRN;Universities;1
3888;7757;Universidade de Santo Amaro;BRA;Universities;3
3888;7757;Mackay Junior College of Medicine Nursing and Management;TWN;Universities;2
3888;7757;University of Arkansas at Little Rock;USA;Universities;2
3888;7757;N. P. Ogarev's Mordovian State University;RUS;Universities;2
3888;7757;Kunming University;CHN;Universities;3
3888;7757;Institute for Advanced Studies in Basic Sciences;IRN;Universities;2
3888;7757;Xian Polytechnic University;CHN;Universities;3
3898;7767;Beijing Foreign Studies University;CHN;Universities;1
3898;7767;Shanghai International Studies University;CHN;Universities;2
3900;7772;National Kaohsiung Normal University;TWN;Universities;3
3900;7772;Hubei Engineering University;CHN;Universities;2
3900;7772;Universidad de Oriente, Cuba;CUB;Universities;2
3900;7772;Yuan-Ze University;TWN;Universities;1
3904;7776;Tarleton State University;USA;Universities;3
3904;7776;University of San Carlos;PHL;Universities;2
3904;7776;Holon Institute of Technology;ISR;Universities;3
3904;7776;Sree Chitra Tirunal Institute for Medical Sciences and Technology;IND;Universities;2
3908;7781;Universidad Surcolombiana;COL;Universities;4
3908;7781;Grenoble Ecole de Management;FRA;Universities;3
3910;7784;Utah Valley University;USA;Universities;3
3910;7784;University of Hyogo;JPN;Universities;3
3910;7784;Guru Nanak Dev Engineering College, Ludhiana;IND;Universities;3
3913;7788;Australian University, Kuwait;KWT;Universities;2
3914;7789;Universite Chouaib Doukkali *;MAR;Universities;1
3914;7789;University of the Incarnate Word;USA;Universities;3
3914;7789;N.I. Lobachevsky State University of Nizhni Novgorod *;RUS;Universities;1
3914;7789;Poltava State Medical University;UKR;Universities;1
3918;7793;Ruppin Academic Center;ISR;Universities;3
3918;7793;National Taipei University;TWN;Universities;2
3918;7793;Periyar University;IND;Universities;2
3918;7793;North-Caucasus Federal University;RUS;Universities;1
3922;7798;Wichita State University;USA;Universities;2
3922;7798;Universidade do Vale do Itajai;BRA;Universities;2
3922;7798;University of Chemical Technology and Metallurgy;BGR;Universities;1
3925;7801;Al-Muthanna University;IRQ;Universities;2
3925;7801;Universidade Paulista;BRA;Universities;1
3925;7801;University of Southern Maine;USA;Universities;3
3928;7805;Georgian Technical University;GEO;Universities;2
3928;7805;Universidade do Extremo Sul Catarinense;BRA;Universities;2
3928;7805;Karnatak University;IND;Universities;2
3928;7805;University of Human Development;IRQ;Universities;1
3932;7809;Ecole Nationale Superieure d'Ingenieurs de Caen et Centre de Recherche *;FRA;Universities;3
3932;7809;Southern Taiwan University of Science and Technology;TWN;Universities;1
3932;7809;Gannan Normal University;CHN;Universities;2
3932;7809;Medical University of Sofia *;BGR;Universities;1
3932;7809;Grand Valley State University;USA;Universities;2
3937;7814;James Madison University;USA;Universities;2
3937;7814;Universidade Federal da Integracao Latino-Americana;BRA;Universities;2
3937;7814;National Chengchi University;TWN;Universities;2
3937;7814;Universitatea Valahia din Targoviste;ROU;Universities;1
3937;7814;University of Shiga Prefecture;JPN;Universities;2
3937;7814;Hope College;USA;Universities;3
3937;7814;Mount Saint Vincent University;CAN;Universities;3
3937;7814;PLA Naval Aviation University;CHN;Universities;2
3945;7824;Vyatka State University;RUS;Universities;2
3945;7824;Novosibirsk State Medical University;RUS;Universities;2
3945;7824;South East European University;MKD;Universities;3
3948;7829;Charotar University of Science and Technology;IND;Universities;2
3948;7829;Ryukoku University;JPN;Universities;2
3948;7829;Simmons University;USA;Universities;3
3948;7829;Arak University;IRN;Universities;2
3948;7829;Philadelphia University;JOR;Universities;2
3948;7829;Arkansas State University;USA;Universities;3
3954;7835;Universidade da Regiao de Joinville;BRA;Universities;3
3954;7835;Moscow State University of Food Production;RUS;Universities;3
3954;7835;Ural State Medical University;RUS;Universities;2
3954;7835;Texas A&M International University;USA;Universities;4
3954;7835;Kirov Military Medical Academy;RUS;Universities;3
3959;7841;Guiyang University;CHN;Universities;3
3959;7841;Jaypee University of Information Technology;IND;Universities;1
3959;7841;Universite de Bamenda;CMR;Universities;4
3959;7841;Vel Tech University;IND;Universities;3
3959;7841;Faculte des Sciences d’El Jadida;MAR;Universities;1
3964;7846;Shanghai Dianji University;CHN;Universities;3
3964;7846;Instituto Federal de Educacao, Ciencia e Tecnologia de Santa Catarina;BRA;Universities;2
3966;7848;Illinois State University;USA;Universities;2
3966;7848;FPT University;VNM;Universities;1
3966;7848;China University of Political Science and Law;CHN;Universities;2
3966;7848;Universidad Nacional de San Juan *;ARG;Universities;3
3970;7853;Indian Institute of Management, Bangalore;IND;Universities;2
3970;7853;NED University of Engineering and Technology;PAK;Universities;2
3970;7853;Beijing Union University;CHN;Universities;3
3973;7859;Toyo University;JPN;Universities;1
3973;7859;REVA University;IND;Universities;3
3973;7859;University of Alkafeel;IRQ;Universities;1
3973;7859;Instituto Politecnico de Portalegre;PRT;Universities;3
3973;7859;Guangxi University of Finance and Economics;CHN;Universities;3
3978;7866;Hanbat National University;KOR;Universities;2
3978;7866;National Institute of Technology, Patna;IND;Universities;2
3978;7866;Bukovinian State Medical University;UKR;Universities;2
3978;7866;Universite d'Evry-Val d'Essonne *;FRA;Universities;1
3982;7871;Islamic Azad University, South Tehran branch;IRN;Universities;3
3982;7871;Islamic Azad University, Shiraz Branch;IRN;Universities;4
3982;7871;Chaudhary Charan Singh Haryana Agricultural University;IND;Universities;3
3985;7876;University of Kitakyushu;JPN;Universities;3
3985;7876;Indian Institute of Technology, Ropar;IND;Universities;2
3987;7881;Shenyang Jianzhu University;CHN;Universities;3
3987;7881;Jiaying University;CHN;Universities;3
3987;7881;University of North Florida;USA;Universities;3
3987;7881;Universite Lumiere Lyon 2 *;FRA;Universities;2
3987;7881;Inner Mongolia University for Nationalities *;CHN;Universities;3
3987;7881;Mangalore University;IND;Universities;3
3993;7887;Beijing Information Science and Technology University;CHN;Universities;3
3993;7887;Centro Universitario SENAI CIMATEC;BRA;Universities;1
3993;7887;Universidad de Ingenieria y Tecnologia;PER;Universities;1
3993;7887;Sevastopol State University;UKR;Universities;2
3993;7887;Fujian Jiangxia University;CHN;Universities;3
3998;7893;Instituto Tecnologico de Celaya;MEX;Universities;1
3998;7893;Hanseo University;KOR;Universities;3
3998;7893;Universite du Havre *;FRA;Universities;3
4001;7896;Tyumen State University;RUS;Universities;1
4001;7896;Tech University of Korea;KOR;Universities;2
4001;7896;Soochow University, Taipei;TWN;Universities;3
4004;7900;Dibrugarh University;IND;Universities;2
4004;7900;Universidad de Ciencias y Artes de Chiapas;MEX;Universities;3
4004;7900;Indiana State University;USA;Universities;3
4004;7900;High Point University;USA;Universities;3
4008;7905;Thamar University;YEM;Universities;2
4008;7905;Fooyin University;TWN;Universities;4
4010;7908;Fasa University;IRN;Universities;2
4010;7908;Integral University;IND;Universities;2
4010;7908;Madurai Kamaraj University;IND;Universities;1
4010;7908;Universite de La Manouba;TUN;Universities;1
4014;7912;Universidade Positivo;BRA;Universities;3
4014;7912;Kwansei Gakuin University;JPN;Universities;2
4016;7915;Middle Tennessee State University;USA;Universities;2
4016;7915;Karpagam College of Engineering;IND;Universities;3
4018;7918;Hochschule Niederrhein;DEU;Universities;2
4018;7918;Kumasi Technical University;GHA;Universities;1
4018;7918;Voronezh State University;RUS;Universities;1
4021;7921;Escuela Superior Politecnica de Chimborazo;ECU;Universities;2
4022;7924;Inner Mongolia Normal University;CHN;Universities;3
4022;7924;Sri Venkateswara University;IND;Universities;2
4022;7924;National Center for Theoretical Sciences;TWN;Universities;1
4022;7924;Qiqihar University;CHN;Universities;3
4022;7924;Aoyama Gakuin University;JPN;Universities;2
4022;7924;Bayburt University;TUR;Universities;1
4028;7932;Saint Petersburg State Pediatric Medical University;RUS;Universities;2
4028;7932;Volgograd State Technical University;RUS;Universities;2
4028;7932;Universidade do Estado do Rio Grande do Norte;BRA;Universities;3
4028;7932;Guru Gobind Singh Indraprastha University;IND;Universities;1
4028;7932;Yuxi Normal University;CHN;Universities;3
4028;7932;Ecole Nationale Superieure d'Electricite et de Mecanique;MAR;Universities;3
4034;7939;Lincoln University College, Kuala Lumpur;MYS;Universities;4
4034;7939;Ming Chi University of Technology;TWN;Universities;1
4034;7939;Tbilisi State Medical University;GEO;Universities;1
4034;7939;Chongqing University of Technology;CHN;Universities;3
4034;7939;Immanuel Kant Baltic Federal University;RUS;Universities;2
4034;7939;Japan Advanced Institute of Science and Technology;JPN;Universities;2
4040;7945;Andhra University;IND;Universities;2
4040;7945;Kochi University of Technology;JPN;Universities;2
4040;7945;Salisbury University;USA;Universities;3
4043;7949;Technical University of Sofia;BGR;Universities;1
4044;7950;Instituto Tecnologico de Costa Rica;CRI;Universities;1
4045;7954;Indian Institute of Management, Ahmedabad;IND;Universities;1
4045;7954;Indian Institute of Technology Jodhpur;IND;Universities;1
4045;7954;Shenyang Aerospace University;CHN;Universities;2
4045;7954;National Taitung University;TWN;Universities;3
4045;7954;Sahand University of Technology;IRN;Universities;1
4050;7959;Lamar University;USA;Universities;2
4050;7959;Posts and Telecommunications Institute of Technology;VNM;Universities;1
4050;7959;Hong Kong Shue Yan University;HKG;Universities;3
4053;7965;NMIMS University;IND;Universities;1
4053;7965;Instituto Tecnologico de Aeronautica;BRA;Universities;2
4053;7965;Anhui Polytechnic University;CHN;Universities;2
4053;7965;Guangxi University of Science and Technology;CHN;Universities;3
4057;7970;Al-Iraqia University;IRQ;Universities;2
4057;7970;Tokushima Bunri University;JPN;Universities;1
4057;7970;Universite Oran 1 Ahmed Ben Bella *;DZA;Universities;1
4060;7975;Military Technical College;EGY;Universities;1
4060;7975;Korea Aerospace University;KOR;Universities;3
4060;7975;Fairfield University;USA;Universities;3
4060;7975;Jianghan University;CHN;Universities;3
4060;7975;Universiti Teknologi Brunei;BRN;Universities;1
4060;7975;Anhui Xinhua University;CHN;Universities;4
4066;7982;Punjab Agricultural University;IND;Universities;2
4066;7982;Doshisha University;JPN;Universities;1
4066;7982;Huanghuai University;CHN;Universities;4
4066;7982;Islamic Azad University, Ayatollah Amoli;IRN;Universities;2
4066;7982;Higher Colleges of Technology;ARE;Universities;2
4071;7989;Instituto Tecnologico Autonomo de Mexico;MEX;Universities;2
4072;7990;Universidad Autonoma de Campeche;MEX;Universities;2
4072;7990;Beykent University;TUR;Universities;3
4072;7990;Nanyang Normal University;CHN;Universities;1
4072;7990;West Ukrainian National University;UKR;Universities;1
4072;7990;California State Polytechnic University, Pomona;USA;Universities;2
4077;7997;Togliatti State University;RUS;Universities;1
4077;7997;Al-Ahram Canadian University;EGY;Universities;1
4077;7997;Universite Ferhat Abbas de Setif;DZA;Universities;1
4077;7997;Bannari Amman Institute of Technology;IND;Universities;3
4077;7997;Huanggang Normal University;CHN;Universities;3
4082;8002;Universite Mohamed-Cherif Messaadia Souk Ahras;DZA;Universities;1
4083;8006;Ahsanullah University of Science and Technology;BGD;Universities;4
4083;8006;Agricultural University of Plovdiv;BGR;Universities;4
4083;8006;California State University, Chico;USA;Universities;3
4083;8006;Govind Ballabh Pant University of Agriculture and Technology;IND;Universities;2
4087;8013;Instituto Federal de Educacao, Ciencia e Tecnologia de Piaui;BRA;Universities;1
4087;8013;Tel-Hai College;ISR;Universities;2
4087;8013;Fatima Jinnah Women University;PAK;Universities;2
4090;8016;University of Birjand;IRN;Universities;2
4091;8018;Universidade Aberta;PRT;Universities;2
4091;8018;Centro Federal de Educacao Tecnologica Celso Suckow da Fonseca;BRA;Universities;1
4091;8018;Samford University;USA;Universities;3
4094;8022;Persian Gulf University;IRN;Universities;3
4094;8022;Lala Lajpat Rai University of Veterinary and Animal Sciences;IND;Universities;1
4094;8022;Central University of Gujarat;IND;Universities;2
4097;8026;Shanghai Lixin University of Accounting and Finance;CHN;Universities;3
4097;8026;University of Madras;IND;Universities;1
4097;8026;Gandhi Institute of Technology and Management;IND;Universities;1
4097;8026;Ho Chi Minh City International University;VNM;Universities;1
4097;8026;Prefectural University of Hiroshima;JPN;Universities;3
4102;8031;Shijiazhuang Tiedao University;CHN;Universities;3
4102;8031;Hosei University;JPN;Universities;2
4102;8031;Sichuan University of Science and Engineering;CHN;Universities;2
4102;8031;Universidad de Guayaquil;ECU;Universities;1
4102;8031;Vinnytsia National Technical University;UKR;Universities;1
4102;8031;Texas Woman's University;USA;Universities;3
4102;8031;Galgotias Educational Institutions *;IND;Universities;3
4109;8038;Instituto Politecnico de Beja;PRT;Universities;2
4109;8038;Seton Hall University;USA;Universities;3
4109;8038;Universidad Central Marta Abreu de Las Villas *;CUB;Universities;2
4112;8043;Tokyo City University;JPN;Universities;3
4112;8043;Sabaragamuwa University of Sri Lanka;LKA;Universities;1
4112;8043;Longyan University;CHN;Universities;2
4112;8043;Rostov State University of Economics;RUS;Universities;3
4116;8047;SKEMA Business School;FRA;Universities;3
4116;8047;Chuo University;JPN;Universities;1
4116;8047;Changsha University;CHN;Universities;2
4116;8047;Universite Constantine 1;DZA;Universities;1
4120;8051;Universite Ibn Khaldoun de Tiaret;DZA;Universities;1
4120;8051;Dogus University;TUR;Universities;1
4120;8051;Instituto Federal de Educacao, Ciencia e Tecnologia da Paraiba;BRA;Universities;2
4120;8051;Loyola Marymount University;USA;Universities;3
4120;8051;Kanagawa University;JPN;Universities;2
4125;8059;Jiangxi Science and Technology Normal University;CHN;Universities;1
4126;8061;Instituto Federal de Educacao, Ciencia e Tecnologia do Parana;BRA;Universities;3
4126;8061;Iwate University;JPN;Universities;1
4126;8061;Universite Saad Dahlab de Blida 1;DZA;Universities;1
4129;8064;Aurel Vlaicu University of Arad;ROU;Universities;2
4129;8064;Tatung University;TWN;Universities;2
4131;8067;University of North Bengal;IND;Universities;2
4131;8067;Anqing Normal University;CHN;Universities;3
4131;8067;Yalova University;TUR;Universities;1
4131;8067;University of the District of Columbia;USA;Universities;4
4135;8073;Universidad Catolica de Cuenca *;ECU;Universities;3
4135;8073;Tibet University;CHN;Universities;3
4135;8073;Siberian State Medical University;RUS;Universities;2
4135;8073;Ho Chi Minh University of Banking;VNM;Universities;2
4139;8079;Universidade Presbiteriana Mackenzie;BRA;Universities;3
4139;8079;Chongqing University of Arts and Sciences;CHN;Universities;2
4141;8081;Volgograd State Medical University;RUS;Universities;2
4141;8081;Graphic Era Hill University;IND;Universities;3
4141;8081;Acharya Nagarjuna University;IND;Universities;2
4141;8081;Visvesvaraya Technological University;IND;Universities;2
4141;8081;University of Indianapolis;USA;Universities;4
4141;8081;Providence College;USA;Universities;3
4147;8087;Kuban State University;RUS;Universities;1
4147;8087;Western Kentucky University;USA;Universities;2
4147;8087;Colorado College;USA;Universities;3
4147;8087;Adana Science and Technology University;TUR;Universities;2
4147;8087;Tongling University;CHN;Universities;4
4147;8087;Bitlis Eren University;TUR;Universities;1
4153;8093;Northeastern Illinois University;USA;Universities;3
4153;8093;Kwara State University;NGA;Universities;2
4155;8096;National Taipei University of Business;TWN;Universities;3
4155;8096;Changchun University of Technology;CHN;Universities;1
4157;8101;Mudanjiang Normal University;CHN;Universities;3
4157;8101;Udmurt State University;RUS;Universities;2
4157;8101;Jiujiang University;CHN;Universities;3
4157;8101;Bashkir State Medical University;RUS;Universities;2
4157;8101;University of Kirkuk;IRQ;Universities;2
4157;8101;Qinghai Normal University;CHN;Universities;3
