"","species","lat","long","ref","gbifID","key"
"17178","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1198-21","4913497138","040c5662-da76-4782-a48e-cdea1892d14c"
"17179","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1205-21","4913471979","040c5662-da76-4782-a48e-cdea1892d14c"
"17180","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1208-21","4916757687","040c5662-da76-4782-a48e-cdea1892d14c"
"17181","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1322-21","4913618233","040c5662-da76-4782-a48e-cdea1892d14c"
"17182","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1782-21","4913616971","040c5662-da76-4782-a48e-cdea1892d14c"
"17183","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB1990-21","4913460743","040c5662-da76-4782-a48e-cdea1892d14c"
"17184","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB235-21","4916116883","040c5662-da76-4782-a48e-cdea1892d14c"
"17185","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB2618-21","4916782055","040c5662-da76-4782-a48e-cdea1892d14c"
"17186","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB278-21","4912737392","040c5662-da76-4782-a48e-cdea1892d14c"
"17187","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB2892-21","4913538270","040c5662-da76-4782-a48e-cdea1892d14c"
"17188","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB290-21","4915967130","040c5662-da76-4782-a48e-cdea1892d14c"
"17189","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB332-21","4916239314","040c5662-da76-4782-a48e-cdea1892d14c"
"17190","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB358-21","4916104729","040c5662-da76-4782-a48e-cdea1892d14c"
"17191","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB400-21","4916109772","040c5662-da76-4782-a48e-cdea1892d14c"
"17192","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB406-21","4916143857","040c5662-da76-4782-a48e-cdea1892d14c"
"17193","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB409-21","4916012971","040c5662-da76-4782-a48e-cdea1892d14c"
"17194","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB421-21","4912741285","040c5662-da76-4782-a48e-cdea1892d14c"
"17195","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB505-21","4916109773","040c5662-da76-4782-a48e-cdea1892d14c"
"17196","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB507-21","4912688937","040c5662-da76-4782-a48e-cdea1892d14c"
"17197","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB509-21","4916247814","040c5662-da76-4782-a48e-cdea1892d14c"
"17198","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB514-21","4916104731","040c5662-da76-4782-a48e-cdea1892d14c"
"17199","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB525-21","4916116889","040c5662-da76-4782-a48e-cdea1892d14c"
"17200","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB529-21","4916011251","040c5662-da76-4782-a48e-cdea1892d14c"
"17201","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB568-21","4912737399","040c5662-da76-4782-a48e-cdea1892d14c"
"17202","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB591-21","4912653637","040c5662-da76-4782-a48e-cdea1892d14c"
"17203","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB656-21","4915967139","040c5662-da76-4782-a48e-cdea1892d14c"
"17204","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB704-21","4912681058","040c5662-da76-4782-a48e-cdea1892d14c"
"17205","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB803-21","4916232244","040c5662-da76-4782-a48e-cdea1892d14c"
"17206","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB805-21","4912753423","040c5662-da76-4782-a48e-cdea1892d14c"
"17207","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB831-21","4912631678","040c5662-da76-4782-a48e-cdea1892d14c"
"17208","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB882-21","4916109782","040c5662-da76-4782-a48e-cdea1892d14c"
"17209","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB950-21","4916229556","040c5662-da76-4782-a48e-cdea1892d14c"
"17210","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROAB989-21","4912688947","040c5662-da76-4782-a48e-cdea1892d14c"
"17211",NA,"9.263","-83.871","https://boldsystems.org/index.php/Public_RecordView?processid=CROCA3055-21","4913495801","040c5662-da76-4782-a48e-cdea1892d14c"
"17212","Drosophila sturtevanti","9.263","-83.871","https://boldsystems.org/index.php/Public_RecordView?processid=CROCA5311-21","4916959651","040c5662-da76-4782-a48e-cdea1892d14c"
"17213","Drosophila sturtevanti","9.263","-83.871","https://boldsystems.org/index.php/Public_RecordView?processid=CROCA6336-21","4913482613","040c5662-da76-4782-a48e-cdea1892d14c"
"17214","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA11604-21","4917984817","040c5662-da76-4782-a48e-cdea1892d14c"
"17215","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA12200-21","4914964220","040c5662-da76-4782-a48e-cdea1892d14c"
"17216","Drosophila bipectinata","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA23419-21","4917951120","040c5662-da76-4782-a48e-cdea1892d14c"
"17217","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA23543-21","4915213332","040c5662-da76-4782-a48e-cdea1892d14c"
"17218","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA23574-21","4914996227","040c5662-da76-4782-a48e-cdea1892d14c"
"17219","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA23620-21","4915235706","040c5662-da76-4782-a48e-cdea1892d14c"
"17220","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA23829-21","4915048572","040c5662-da76-4782-a48e-cdea1892d14c"
"17221","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA24630-21","4917948187","040c5662-da76-4782-a48e-cdea1892d14c"
"17222","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA24774-21","4918113604","040c5662-da76-4782-a48e-cdea1892d14c"
"17223","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA25772-21","4915213381","040c5662-da76-4782-a48e-cdea1892d14c"
"17224","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA6480-21","4913466122","040c5662-da76-4782-a48e-cdea1892d14c"
"17225","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA6495-21","4913511601","040c5662-da76-4782-a48e-cdea1892d14c"
"17226",NA,"9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA7316-21","4916860474","040c5662-da76-4782-a48e-cdea1892d14c"
"17227","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA7539-21","4913456958","040c5662-da76-4782-a48e-cdea1892d14c"
"17228","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA7612-21","4913496212","040c5662-da76-4782-a48e-cdea1892d14c"
"17229","Drosophila sturtevanti","9.262","-83.874","https://boldsystems.org/index.php/Public_RecordView?processid=CROZA7703-21","4913545381","040c5662-da76-4782-a48e-cdea1892d14c"
"17230",NA,"9.973","-84.094","https://boldsystems.org/index.php/Public_RecordView?processid=CRPEA30560-21","4915089673","040c5662-da76-4782-a48e-cdea1892d14c"
"17231",NA,"9.973","-84.094","https://boldsystems.org/index.php/Public_RecordView?processid=CRPEA32255-21","4915238427","040c5662-da76-4782-a48e-cdea1892d14c"
"17232",NA,"9.973","-84.094","https://boldsystems.org/index.php/Public_RecordView?processid=CRPEB1902-21","4916983895","040c5662-da76-4782-a48e-cdea1892d14c"
"17233","Drosophila sticta","9.973","-84.094","https://boldsystems.org/index.php/Public_RecordView?processid=CRPEB28432-21","4918316922","040c5662-da76-4782-a48e-cdea1892d14c"
"17234",NA,"9.974","-84.093","https://boldsystems.org/index.php/Public_RecordView?processid=CRPSA26471-23","4918170091","040c5662-da76-4782-a48e-cdea1892d14c"
"17235",NA,"9.974","-84.093","https://boldsystems.org/index.php/Public_RecordView?processid=CRPSA6184-22","4913558798","040c5662-da76-4782-a48e-cdea1892d14c"
"17236","Drosophila willistoni","10.879","-85.39","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGB1220-23","4913595183","040c5662-da76-4782-a48e-cdea1892d14c"
"17237",NA,"10.879","-85.39","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGB1221-23","4913538950","040c5662-da76-4782-a48e-cdea1892d14c"
"17238","Drosophila willistoni","10.88","-85.389","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGC20527-23","4915374130","040c5662-da76-4782-a48e-cdea1892d14c"
"17239","Drosophila sturtevanti","10.88","-85.389","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGC20661-23","4918437131","040c5662-da76-4782-a48e-cdea1892d14c"
"17240","Drosophila sturtevanti","10.88","-85.389","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGC21504-23","4915278950","040c5662-da76-4782-a48e-cdea1892d14c"
"17241","Drosophila sturtevanti","10.88","-85.389","https://boldsystems.org/index.php/Public_RecordView?processid=CRSGC21508-23","4915281216","040c5662-da76-4782-a48e-cdea1892d14c"
"17242","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA1332-21","4916844065","040c5662-da76-4782-a48e-cdea1892d14c"
"17243","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA1478-21","4913637668","040c5662-da76-4782-a48e-cdea1892d14c"
"17244","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA1479-21","4917074400","040c5662-da76-4782-a48e-cdea1892d14c"
"17245","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA35040-22","4915338693","040c5662-da76-4782-a48e-cdea1892d14c"
"17246",NA,"10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA38814-22","4915242226","040c5662-da76-4782-a48e-cdea1892d14c"
"17247","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA39606-22","4915223864","040c5662-da76-4782-a48e-cdea1892d14c"
"17248","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA39607-22","4918312125","040c5662-da76-4782-a48e-cdea1892d14c"
"17249","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA39608-22","4918173262","040c5662-da76-4782-a48e-cdea1892d14c"
"17250","Drosophila paramediostriata","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA41084-22","4915296673","040c5662-da76-4782-a48e-cdea1892d14c"
"17251","Drosophila ananassae","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA46793-22","4915296794","040c5662-da76-4782-a48e-cdea1892d14c"
"17252",NA,"10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA46841-22","4918235471","040c5662-da76-4782-a48e-cdea1892d14c"
"17253","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA47117-22","4915379306","040c5662-da76-4782-a48e-cdea1892d14c"
"17254",NA,"10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA47384-22","4915338966","040c5662-da76-4782-a48e-cdea1892d14c"
"17255","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA47522-22","4915441662","040c5662-da76-4782-a48e-cdea1892d14c"
"17256","Drosophila bipectinata","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA47714-22","4915313988","040c5662-da76-4782-a48e-cdea1892d14c"
"17257","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA47764-22","4915561292","040c5662-da76-4782-a48e-cdea1892d14c"
"17258","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48110-22","4915338982","040c5662-da76-4782-a48e-cdea1892d14c"
"17259","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48113-22","4918235499","040c5662-da76-4782-a48e-cdea1892d14c"
"17260","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48115-22","4918270892","040c5662-da76-4782-a48e-cdea1892d14c"
"17261","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48116-22","4918199589","040c5662-da76-4782-a48e-cdea1892d14c"
"17262","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48118-22","4918643967","040c5662-da76-4782-a48e-cdea1892d14c"
"17263","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48127-22","4915557940","040c5662-da76-4782-a48e-cdea1892d14c"
"17264","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48128-22","4915313997","040c5662-da76-4782-a48e-cdea1892d14c"
"17265","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48333-22","4918331199","040c5662-da76-4782-a48e-cdea1892d14c"
"17266","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA48337-22","4915274309","040c5662-da76-4782-a48e-cdea1892d14c"
"17267","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA616-21","4912706726","040c5662-da76-4782-a48e-cdea1892d14c"
"17268","Drosophila sturtevanti","10.537","-83.504","https://boldsystems.org/index.php/Public_RecordView?processid=CRTOA732-21","4912676238","040c5662-da76-4782-a48e-cdea1892d14c"
"17269",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA1611-22","4916935595","040c5662-da76-4782-a48e-cdea1892d14c"
"17270","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA1619-22","4917075187","040c5662-da76-4782-a48e-cdea1892d14c"
"17271","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA1668-22","4913685260","040c5662-da76-4782-a48e-cdea1892d14c"
"17272","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA1848-22","4913662568","040c5662-da76-4782-a48e-cdea1892d14c"
"17273","Drosophila bipectinata","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20643-22","4918562028","040c5662-da76-4782-a48e-cdea1892d14c"
"17274",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20662-22","4915298696","040c5662-da76-4782-a48e-cdea1892d14c"
"17275","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20742-22","4915609320","040c5662-da76-4782-a48e-cdea1892d14c"
"17276",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20918-22","4918542660","040c5662-da76-4782-a48e-cdea1892d14c"
"17277",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20935-22","4915388377","040c5662-da76-4782-a48e-cdea1892d14c"
"17278","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20936-22","4915419718","040c5662-da76-4782-a48e-cdea1892d14c"
"17279",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA20963-22","4918342713","040c5662-da76-4782-a48e-cdea1892d14c"
"17280",NA,"10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA26461-22","4915615802","040c5662-da76-4782-a48e-cdea1892d14c"
"17281","Drosophila bipectinata","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA27563-22","4915355568","040c5662-da76-4782-a48e-cdea1892d14c"
"17282","Drosophila sturtevanti","10.536","-83.501","https://boldsystems.org/index.php/Public_RecordView?processid=CRTRA27735-22","4915341360","040c5662-da76-4782-a48e-cdea1892d14c"
"17283","Drosophila simulans","34.12","-118.29",NA,"3944900191","0ec927cf-325a-4d63-9499-d721c734463a"
"17284","Drosophila busckii","34.12","-118.29",NA,"3944914110","0ec927cf-325a-4d63-9499-d721c734463a"
"17285","Drosophila melanogaster","34.12","-118.29",NA,"3944902168","0ec927cf-325a-4d63-9499-d721c734463a"
"17286","Drosophila phalerata","53.49351","-1.895205",NA,"3303867502","12934e15-749a-4df4-ab89-211c10573525"
"17287",NA,"58.0248","33.2351","https://boldsystems.org/index.php/Public_RecordView?processid=DRORU002-23","4912786767","040c5662-da76-4782-a48e-cdea1892d14c"
"17288","Drosophila melanogaster","34.14","-118.2",NA,"3944913237","0ec927cf-325a-4d63-9499-d721c734463a"
"17289","Drosophila melanogaster","34.14","-118.2",NA,"3944912267","0ec927cf-325a-4d63-9499-d721c734463a"
"17290","Drosophila suzukii","34.12","-118.28",NA,"3944905339","0ec927cf-325a-4d63-9499-d721c734463a"
"17291","Drosophila melanogaster","34.12","-118.29",NA,"3944907366","0ec927cf-325a-4d63-9499-d721c734463a"
"17292","Drosophila melanogaster","34.14","-118.2",NA,"3944907440","0ec927cf-325a-4d63-9499-d721c734463a"
"17293","Drosophila melanogaster","34.12","-118.28",NA,"3944914397","0ec927cf-325a-4d63-9499-d721c734463a"
"17294","Drosophila melanogaster","34.14","-118.2",NA,"3944907455","0ec927cf-325a-4d63-9499-d721c734463a"
"17295","Drosophila repleta","34.12","-118.28",NA,"3944903582","0ec927cf-325a-4d63-9499-d721c734463a"
"17296","Drosophila phalerata","54.234635","-1.066954",NA,"3303867357","12934e15-749a-4df4-ab89-211c10573525"
"17297","Drosophila bipectinata","6.457","0.316","https://boldsystems.org/index.php/Public_RecordView?processid=GCEP8872-22","4916195292","040c5662-da76-4782-a48e-cdea1892d14c"
"17298","Drosophila vulcana","6.457","0.316","https://boldsystems.org/index.php/Public_RecordView?processid=GCEP8873-22","4912825170","040c5662-da76-4782-a48e-cdea1892d14c"
"17299","Drosophila bipectinata","6.457","0.316","https://boldsystems.org/index.php/Public_RecordView?processid=GCEP8874-22","4912815344","040c5662-da76-4782-a48e-cdea1892d14c"
"17300","Drosophila vulcana","6.457","0.316","https://boldsystems.org/index.php/Public_RecordView?processid=GCEP8875-22","4912822336","040c5662-da76-4782-a48e-cdea1892d14c"
"17301","Drosophila vulcana","-18.98","34.33","https://boldsystems.org/index.php/Public_RecordView?processid=GMMOZ2260-23","4913912792","040c5662-da76-4782-a48e-cdea1892d14c"
"17302",NA,"34.940365","72.639015","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA12180-23","4915544036","040c5662-da76-4782-a48e-cdea1892d14c"
"17303",NA,"34.940365","72.639015","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA12312-23","4918814484","040c5662-da76-4782-a48e-cdea1892d14c"
"17304",NA,"34.940365","72.639015","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA12352-23","4918541884","040c5662-da76-4782-a48e-cdea1892d14c"
"17305",NA,"34.940365","72.639015","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA12367-23","4915787436","040c5662-da76-4782-a48e-cdea1892d14c"
"17306","Drosophila immigrans","34.94","72.639","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA4034-23","4917072891","040c5662-da76-4782-a48e-cdea1892d14c"
"17307","Drosophila simulans","34.94","72.639","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA4073-23","4917180513","040c5662-da76-4782-a48e-cdea1892d14c"
"17308","Drosophila hydei","34.94","72.639","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA4106-23","4913926004","040c5662-da76-4782-a48e-cdea1892d14c"
"17309",NA,"34.94","72.639","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA4391-23","4917425103","040c5662-da76-4782-a48e-cdea1892d14c"
"17310",NA,"34.94","72.639","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSA4394-23","4913857189","040c5662-da76-4782-a48e-cdea1892d14c"
"17311",NA,"35.274","72.004","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSE2154-23","4913966418","040c5662-da76-4782-a48e-cdea1892d14c"
"17312",NA,"35.274","72.004","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSE2168-23","4917036067","040c5662-da76-4782-a48e-cdea1892d14c"
"17313",NA,"35.274","72.004","https://boldsystems.org/index.php/Public_RecordView?processid=GMPSE2582-23","4917039951","040c5662-da76-4782-a48e-cdea1892d14c"
"17314","Drosophila obscura","65.387599","24.839431",NA,"4898675332","687c05e9-96d6-40e3-b1c9-2e026d0b3fc0"
"17315","Drosophila limbata","58.48674","13.446876",NA,"5055116111","bdda4bec-2369-448c-9b84-25623ae004d6"
"17316","Drosophila transversa","57.3824","14.75969",NA,"5055242140","bdda4bec-2369-448c-9b84-25623ae004d6"
"17317","Drosophila transversa","64.057415","20.166729",NA,"5055274242","bdda4bec-2369-448c-9b84-25623ae004d6"
"17318",NA,"65.418364","21.513988",NA,"5055278634","bdda4bec-2369-448c-9b84-25623ae004d6"
"17319","Drosophila transversa","65.418364","21.513988",NA,"5055281446","bdda4bec-2369-448c-9b84-25623ae004d6"
"17320","Drosophila transversa","63.667641","16.569687",NA,"5055276793","bdda4bec-2369-448c-9b84-25623ae004d6"
"17321","Drosophila transversa","64.052858","20.165986",NA,"5055284490","bdda4bec-2369-448c-9b84-25623ae004d6"
"17322","Drosophila obscura","57.16538","16.01778",NA,"5055289805","bdda4bec-2369-448c-9b84-25623ae004d6"
"17323","Drosophila obscura","57.16538","16.01778",NA,"5055289882","bdda4bec-2369-448c-9b84-25623ae004d6"
"17324","Drosophila transversa","64.054715","20.167136",NA,"5055289135","bdda4bec-2369-448c-9b84-25623ae004d6"
"17325","Drosophila transversa","64.054715","20.167136",NA,"5055286003","bdda4bec-2369-448c-9b84-25623ae004d6"
"17326","Drosophila transversa","61.87794","16.515549",NA,"5055307522","bdda4bec-2369-448c-9b84-25623ae004d6"
"17327","Drosophila transversa","57.585123","18.516642",NA,"5055311500","bdda4bec-2369-448c-9b84-25623ae004d6"
"17328",NA,"57.5862","18.52715",NA,"5055313206","bdda4bec-2369-448c-9b84-25623ae004d6"
"17329",NA,"57.5862","18.52715",NA,"5055318305","bdda4bec-2369-448c-9b84-25623ae004d6"
"17330",NA,"56.90482","12.73262",NA,"5055324519","bdda4bec-2369-448c-9b84-25623ae004d6"
"17331","Drosophila transversa","64.057166","20.162809",NA,"5055326514","bdda4bec-2369-448c-9b84-25623ae004d6"
"17332","Drosophila transversa","65.80139","21.55104",NA,"5055342973","bdda4bec-2369-448c-9b84-25623ae004d6"
"17333","Drosophila transversa","67.58907","20.18851",NA,"5055401739","bdda4bec-2369-448c-9b84-25623ae004d6"
"17334","Drosophila transversa","67.0675","21.29273",NA,"5055400499","bdda4bec-2369-448c-9b84-25623ae004d6"
"17335","Drosophila obscura","62.976773","18.016719",NA,"5055411775","bdda4bec-2369-448c-9b84-25623ae004d6"
"17336",NA,"62.976773","18.016719",NA,"5055404450","bdda4bec-2369-448c-9b84-25623ae004d6"
"17337",NA,"56.029582","14.39738",NA,"5055420724","bdda4bec-2369-448c-9b84-25623ae004d6"
"17338","Drosophila testacea","56.029582","14.39738",NA,"5055415267","bdda4bec-2369-448c-9b84-25623ae004d6"
"17339","Drosophila transversa","56.029582","14.39738",NA,"5055415268","bdda4bec-2369-448c-9b84-25623ae004d6"
"17340",NA,"55.5612","13.22333",NA,"5055439651","bdda4bec-2369-448c-9b84-25623ae004d6"
"17341","Drosophila transversa","57.8086","13.06653",NA,"5055438350","bdda4bec-2369-448c-9b84-25623ae004d6"
"17342","Drosophila subobscura","55.56882","13.23092",NA,"5055439021","bdda4bec-2369-448c-9b84-25623ae004d6"
"17343","Drosophila funebris","56.90452","12.73087",NA,"5055454533","bdda4bec-2369-448c-9b84-25623ae004d6"
"17344","Drosophila repleta","56.90452","12.73087",NA,"5055454536","bdda4bec-2369-448c-9b84-25623ae004d6"
"17345","Drosophila transversa","59.164599","17.768397",NA,"5055463344","bdda4bec-2369-448c-9b84-25623ae004d6"
"17346",NA,"55.56843","13.22241",NA,"5055453831","bdda4bec-2369-448c-9b84-25623ae004d6"
"17347","Drosophila obscura","55.56843","13.22241",NA,"5055655439","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17348",NA,"55.56194","13.23522",NA,"5055654680","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17349",NA,"57.8086","13.06653",NA,"5055737539","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17350","Drosophila transversa","59.821687","18.701429",NA,"5055747176","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17351","Drosophila obscura","57.588","13.5053",NA,"5055762343","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17352",NA,"57.80638","13.07751",NA,"5055767042","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17353",NA,"58.50586","16.44447",NA,"5055762179","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17354",NA,"58.50586","16.44447",NA,"5055771810","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17355","Drosophila obscura","57.81287","13.07544",NA,"5055784966","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"17356","Drosophila obscura","57.81287","13.07544",NA,"5055787743","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
